[IsGrandTotalRowTotal],[SumConversion_Rate],[SumUNIT_PRICE_USD],[SumUNIT_PRICE_LC],OPEN_ORDER[ORD_CREATE_DT],OPEN_ORDER[ORD_LN_CREATE_DT],Sales Org[SALES_ORG],OPEN_ORDER[ORD_CREATE_BY_USER_ID],OPEN_ORDER[BILL_TO_CUST_ID],Customer BILL[BILL_TO_CUST_NM],OPEN_ORDER[CUST_PO_NUM],OPEN_ORDER[SALES_DOC_TYP_CD],OPEN_ORDER[SALES_DOC_TYP_DESC],OPEN_ORDER[SALES_CHAN_CD],OPEN_ORDER[SALES_ORD_HDR_ID],OPEN_ORDER[SALES_ORD_LN_NUM],OPEN_ORDER[ITEM_CTGRY_ID],OPEN_ORDER[ITEM_CTGRY_DESC],OPEN_ORDER[PLANT_ID],OPEN_ORDER[PLANT_DESC],OPEN_ORDER[MATL_ID],Material[CFN],Material[MATL_DESC],OPEN_ORDER[CUST_MATL_NUM],OPEN_ORDER[MIN_MATL_AVAIL_DT],OPEN_ORDER[REQUEST_DLVRY_DT],OPEN_ORDER[Due Date Status],OPEN_ORDER[Due Date Status Detail],OPEN_ORDER[ORD_SUOM_QTY],UOM[UOM_DESC_3],OPEN_ORDER[OPEN_SUOM_QTY],OPEN_ORDER[GOSC_BACKORD_SUOM_QTY],OPEN_ORDER[GOSC_BACKORD_BUOM_QTY],OPEN_ORDER[PAST_DUE_SUOM_QTY],OPEN_ORDER[UNCONFIRM_SUOM_QTY],OPEN_ORDER[CONFIRM_SUOM_QTY],OPEN_ORDER[DC_SUOM_QTY],OPEN_ORDER[DLVRY_SUOM_QTY],OPEN_ORDER[TRANSFER_ORD_SUOM_QTY],OPEN_ORDER[SHIP_SUOM_QTY],OPEN_ORDER[TO_BILL_SUOM_QTY],OPEN_ORDER[OPEN_FOR_INVOICE_SUOM_QTY],OPEN_ORDER[BILL_SUOM_QTY],OPEN_ORDER[ORD_AOP_AMT],OPEN_ORDER[OPEN_AOP_AMT],OPEN_ORDER[GOSC_BACKORD_AOP_AMT],OPEN_ORDER[PAST_DUE_AOP_AMT],OPEN_ORDER[UNCONFIRM_AOP_AMT],OPEN_ORDER[CONFIRM_AOP_AMT],OPEN_ORDER[DC_AOP_AMT],OPEN_ORDER[DLVRY_AOP_AMT],OPEN_ORDER[TRANSFER_ORD_AOP_AMT],OPEN_ORDER[SHIP_AOP_AMT],OPEN_ORDER[TO_BILL_AOP_AMT],OPEN_ORDER[OPEN_FOR_INVOICE_AOP_AMT],OPEN_ORDER[BILL_AOP_AMT],OPEN_ORDER[SPCL_PRCS_IND_CD],OPEN_ORDER[SPCL_PRCS_IND_DESC],OPEN_ORDER[SALES_OFFICE_ID],OPEN_ORDER[SALES_OFFICE_DESC],OPEN_ORDER[DIST_CHAN_ID],OPEN_ORDER[DIST_CHAN_DESC],OPEN_ORDER[DLVRY_PRIORITY_NUM],OPEN_ORDER[BATCH_ID],OPEN_ORDER[STOR_LOC_ID],OPEN_ORDER[SHIP_COND_ID],OPEN_ORDER[SHIP_CON_DESC],OPEN_ORDER[SHIP_PT_ID],OPEN_ORDER[SHIP_ROUTE_ID],OPEN_ORDER[SHIP_ROUTE_DESC],OPEN_ORDER[INCOTERM_CD],OPEN_ORDER[SOLD_TO_CUST_ID],Customer SOLD[SOLD_TO_CUST_NM],Customer SOLD[SOLD_TO_CITY],Geo SOLD[G4_NM],OPEN_ORDER[SHIP_TO_CUST_ID],Customer SHIP[SHIP_TO_CUST_NM],Customer SHIP[SHIP_TO_CITY],Customer SHIP[SHIP_TO_CNTRY_CD],OPEN_ORDER[CUST_SEG],OPEN_ORDER[PMT_TERM],OPEN_ORDER[SFORCE_ID],OPEN_ORDER[SALES_REP_CUST_ID],OPEN_ORDER[SALES_REP_CUST_NM],OPEN_ORDER[PRD_ALLOC_STAT_DESC],OPEN_ORDER[PLAN_PGI_DT],OPEN_ORDER[ORD_HOLD_CD],OPEN_ORDER[CRED_BLK_CD],OPEN_ORDER[ORD_DLVRY_BLK_CD],OPEN_ORDER[ORD_DLVRY_BLK_DESC],OPEN_ORDER[ORD_LN_DLVRY_BLK_CD],OPEN_ORDER[DDL_ERR_MSG],OPEN_ORDER[ORD_BLK_REASN_CD],OPEN_ORDER[GTS_BLK_DTL],OPEN_ORDER[PROD_HOLD_CD],OPEN_ORDER[ORD_BILL_BLK_CD],OPEN_ORDER[ORD_BILL_BLK_DESC],OPEN_ORDER[ORD_LN_BILL_BLK_CD],OPEN_ORDER[BILL_ERR_MSG],OPEN_ORDER[DLVRY_CMPL_IND],OPEN_ORDER[QUASAR_STAT_EN],OPEN_ORDER[QUASAR_DT_EN],OPEN_ORDER[AMPS_COMMENT_UNCONFIRMED_QTY],OPEN_ORDER[INT_COMMENT],OPEN_ORDER[EXT_COMMENT],Material[DIVISION],Material[MPG_DESC],OPEN_ORDER[MRP_CNTRL_ID],OPEN_ORDER[MRP_CNTRL_DESC],Material[RPH_LVL1_DESC],Material[RPH_LVL2_DESC],Material[RPH_LVL3_DESC],Material[RPH_LVL4_DESC],OPEN_ORDER[PRFT_CENTER_ID],OPEN_ORDER[PRFT_CTR_DESC],Entity[WWR_ENTITY_CNTRY_NM],Entity[WWR_ENTITY_CNTRY_CLUSTER_NM],Entity[WWR_ENTITY_GEO_REGION_NM],Entity[WWR_ENTITY_GLBL_AREA_NM],OPEN_ORDER[VAT_CD],OPEN_ORDER[ORD_REASN],OPEN_ORDER[GFS_PROD_ID],OPEN_ORDER[ORD_ORD_AMT],OPEN_ORDER[DOC_CURR_CD],OPEN_ORDER[GOSC_BACKORD_DOC_AMT],OPEN_ORDER[PAST_DUE_DOC_AMT],OPEN_ORDER[OPEN_DOC_AMT],OPEN_ORDER[UNCONFIRM_DOC_AMT],OPEN_ORDER[CONFIRM_DOC_AMT],OPEN_ORDER[DC_DOC_AMT],OPEN_ORDER[DLVRY_DOC_AMT],OPEN_ORDER[TRANSFER_ORD_DOC_AMT],OPEN_ORDER[SHIP_DOC_AMT],OPEN_ORDER[TO_BILL_DOC_AMT],OPEN_ORDER[OPEN_FOR_INVOICE_DOC_AMT],OPEN_ORDER[BILL_DOC_AMT],OPEN_ORDER[PURCH_REQ_NUM],OPEN_ORDER[GTS_LIC_STATUS],OPEN_ORDER[CERT_NUM],OPEN_ORDER[CERT_VERSN_NUM],OPEN_ORDER[DEAL_ID],OPEN_ORDER[YOUR_REF_TXT],OPEN_ORDER[GTIN],OPEN_ORDER[VERSION_NUMBER],OPEN_ORDER[REFRESH_TS],SALES_REP[PRIM_PHN_NUM],SALES_REP[EMAIL_ADDR],OPEN_ORDER[IMPLANT_DT],OPEN_ORDER[GTS_LIC_VALID_FROM_DT],OPEN_ORDER[AMPS_REFRESH_TS]
False,1,0,0,2018-10-24T00:00:00,2018-10-24T00:00:00,S057 - MDT Germany,HUNDSH2,0000140712,"#Huebener, Holger",*send back UNREPAIRED!,ZRAS,MDT Repair Sales Ord,EMAL,6161389661,010100,ZSRE,MDT - Return for Rep,1341,Heerlen 3 DC | 1341,10884524001531,FORCETRIAD,FORCETRIAD FORCE TRIAD ENERGY PLATFORM,,2018-10-24T00:00:00,2018-10-24T00:00:00,Past Due,Past Due,-1,EA,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3000,MDT Germany,10,Direct Distribution,30,T6L1341E,5000,Y1,SDM-Standard,1NLT,010001,SDM - Road delivery,CPT,0000140712,"#Huebener, Holger",#Soltau,Germany,0000140704,"Kugler, Roland",Waldachtal,DE,,N999 - Net 999 Days,,NL,,No,2018-10-24T00:00:00,,,,,,,,,,,,,,,,,,Orderline not relevant for recovery information.,Orderline not relevant for recovery information.,11 - MITG,M2 - Hardware,001,PERSON 1,MS,Surgical,Core Surgical,Advanced Energy SS,GERSGS,Germany Surgical Innovations,GERMANY,Germany,GIGA,EMEA,1,979 - ZRAS No Charge Service - Mgmt Exception,PA115,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10884524001531,,2026-05-12T13:48:17,,,,,
False,1,0,0,2018-10-24T00:00:00,2018-10-24T00:00:00,S060 - MDT Italy,ORISAE2,0001018175,Osp. Niguarda Ca' Granda Milano,rich. 0157/18,ZRAS,MDT Repair Sales Ord,EMAL,6161398656,010000,ZSRC,MDT - Dmged Item CO,1445,MITG Service plant Italy,MC-FORCETRIAD,MC-FORCETRIAD,FORCE TRIAD ENERGY PLATFORM,,2018-10-24T00:00:00,2018-10-24T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3300,MDT Italy,10,Direct Distribution,30,,,Y1,SDM-Standard,,,,FH,0001018175,Osp. Niguarda Ca' Granda Milano,Milano,Italy,0006231021,Farmacia Presidi Ospedale Niguarda,Milano,IT,1A - Strategic & XL,N016 - Net 60 Days,IT816,0000138311,"Milone, Manuela",No,2018-10-24T00:00:00,BH - 91,,,,,,,,,91,ZRAS-ZS2 Review,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TILSGS,Italy Surgical Innovations,ITALY,Italy,Italy,EMEA,4,"983 - ZRAS, ZKA, KB, ZS2 Contract Warranty",PA108,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,+39 (366) 6038867,manuela.milone@medtronic.com,,,
False,1,0,0,2018-10-24T00:00:00,2018-10-24T00:00:00,S060 - MDT Italy,ORISAE2,0001018175,Osp. Niguarda Ca' Granda Milano,rich. 0157/18,ZRAS,MDT Repair Sales Ord,EMAL,6161398656,010100,ZSRE,MDT - Return for Rep,1341,Heerlen 3 DC | 1341,10884524001531,FORCETRIAD,FORCETRIAD FORCE TRIAD ENERGY PLATFORM,,2018-10-24T00:00:00,2018-10-24T00:00:00,Past Due,Past Due,-1,EA,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3300,MDT Italy,10,Direct Distribution,30,T1B21133EX,5000,Y1,SDM-Standard,1NLT,UPGL00,UPS XPD PAR GND,FH,0001018175,Osp. Niguarda Ca' Granda Milano,Milano,Italy,0006231021,Farmacia Presidi Ospedale Niguarda,Milano,IT,1A - Strategic & XL,N016 - Net 60 Days,,NL,,No,2018-10-24T00:00:00,BH - 91,,,,,,,,,91,ZRAS-ZS2 Review,,,,,,,Orderline not relevant for recovery information.,Orderline not relevant for recovery information.,11 - MITG,M2 - Hardware,001,PERSON 1,MS,Surgical,Core Surgical,Advanced Energy SS,TILSGS,Italy Surgical Innovations,ITALY,Italy,Italy,EMEA,1,"983 - ZRAS, ZKA, KB, ZS2 Contract Warranty",PA115,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10884524001531,,2026-05-12T13:48:17,,,,,
False,1,0,0,2018-10-24T00:00:00,2018-10-29T00:00:00,S057 - MDT Germany,HUNDSH2,0000140712,"#Huebener, Holger",*send back UNREPAIRED!,ZRAS,MDT Repair Sales Ord,EMAL,6161389661,010200,ZRRP,MDT - Repair,1442,MITG Service plant Germany,MC-FORCETRIAD,MC-FORCETRIAD,FORCE TRIAD ENERGY PLATFORM,,2018-10-24T00:00:00,2018-10-24T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3000,MDT Germany,10,Direct Distribution,30,,,Y1,SDM-Standard,,,,CPT,0000140712,"#Huebener, Holger",#Soltau,Germany,0000140704,"Kugler, Roland",Waldachtal,DE,,N999 - Net 999 Days,,NL,,No,2018-10-24T00:00:00,,,,,,,,,,,,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,GERSGS,Germany Surgical Innovations,GERMANY,Germany,GIGA,EMEA,4,979 - ZRAS No Charge Service - Mgmt Exception,PA108,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,,,,,
False,3,131.6352,114.47,2018-10-25T00:00:00,2018-10-25T00:00:00,S152 - Covidien AG,MAZURK3,0001467650,ANASTASIOS MAVROGENIS S.A.,460-18,ZOR,MDT - Standard Order,EMAL,6161429736,000200,TAN,Standard Item,1680,Heerlen 3 DC | 1680,20884521043258,TA9035S,TA9035S TA 90-3.5 RELOADABLE STAPLER,,2018-10-23T00:00:00,2018-10-26T00:00:00,Past Due,Past Due,3,CA,0,0,0,0,0,0,0,0,0,0,0,0,3,1184.717,0,0,0,0,0,0,0,0,0,0,0,1184.717,,,3120,Covidien AG,20,Distributor,30,,4000,YC,EM-Courier Distr,1NL2,050004,SDM - Courier Air shipment,DAP,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,Greece,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,GR,4C - Not Segmented,N026 - Net 210 Days,GR813,0000123489,"Zikidis, Athanasios",No,2018-10-25T00:00:00,,,,,,,,,,,,,,,,,,Ordered products fully shipped.,Ordered products fully shipped.,11 - MITG,N6 - Open Stapling,CPO,Ponce Items,MS,Surgical,Core Surgical,Stapling,TGESGS,Greece Surgical Innovations,GREECE,Greece,GIGA,EMEA,1,,PA185,1030.23,EUR,0,0,0,0,0,0,0,0,0,0,0,1030.23,,,,,S29290911,,20884521043258,,2026-05-12T13:48:17,2310 402100,thanasis.zikidis@medtronic.com,,,
False,1,0,0,2018-10-31T00:00:00,2018-10-31T00:00:00,S063 - MDT France,ANDROT2,0001054120,Polyclinique Furiani,Repair LS10 SN L15G1754GX,ZRAS,MDT Repair Sales Ord,TECU,6161601684,010000,ZSRF,MDT - Dmgd FA item,Z040,COV Non-Costed F.A.,MC-LS10,MC-LS10,VALLEYLAB LS10 VS GENERATOR,,2018-10-31T00:00:00,2018-10-31T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3604,MDT France,10,Direct Distribution,30,,,Y1,SDM-Standard,,,,DDU,0001054120,Polyclinique Furiani,FURIANI,France,0004006596,#Polyclinique Furiani,#FURIANI,FR,3B - Small & XtraSmall,R007 - 45 Days EOM,FR809,0000137145,"Melkior, Sandra",No,2018-10-31T00:00:00,BH - 91,,,,,,,,,91,ZRAS-ZS2 Review,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TFRSGS,France Surgical Innovations,FRANCE,France,France,EMEA,4,"981 - ZRAS, ZKA, KB, ZS2 Fixed Asset Repair",PA108,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,0619961877,sandra.melkior@medtronic.com,,,
False,1,0,0,2018-10-31T00:00:00,2018-10-31T00:00:00,S063 - MDT France,ANDROT2,0001054120,Polyclinique Furiani,Repair LS10 SN L15G1754GX,ZRAS,MDT Repair Sales Ord,TECU,6161601684,010100,ZSRX,MDT-Rrtn fixed asset,Z040,COV Non-Costed F.A.,10884521512801,VLLS10GEN,VLLS10GEN LS SERIES VESSEL SEALING GEN,,2018-10-31T00:00:00,2018-10-31T00:00:00,Past Due,Past Due,-1,EA,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3604,MDT France,10,Direct Distribution,30,L15G1754GX,NL50,Y1,SDM-Standard,1NLT,010001,SDM - Road delivery,DDU,0001054120,Polyclinique Furiani,FURIANI,France,0004006596,#Polyclinique Furiani,#FURIANI,FR,3B - Small & XtraSmall,R007 - 45 Days EOM,FR809,0000137145,"Melkior, Sandra",No,2018-10-31T00:00:00,BH - 91,,,,,,,,,91,ZRAS-ZS2 Review,,,,,,,Orderline not relevant for recovery information.,Orderline not relevant for recovery information.,11 - MITG,M2 - Hardware,001,PERSON,MS,Surgical,Core Surgical,Advanced Energy SS,TFRSGS,France Surgical Innovations,FRANCE,France,France,EMEA,1,"981 - ZRAS, ZKA, KB, ZS2 Fixed Asset Repair",PA112,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10884521512801,,2026-05-12T13:48:17,0619961877,sandra.melkior@medtronic.com,,,
False,1,601.955,523.46,2018-11-07T00:00:00,2018-11-07T00:00:00,S071 - MDT Belgium,ICRTREMOTE,0001017000,ZAS VZW,SO00115077,ZRAS,MDT Repair Sales Ord,TECU,6161791317,010000,ZSRN,MDT - Damaged Item I,1457,MITG Service plant Belgium,MC-FORCEFX,MC-FORCEFX,FORCE FX,,2018-11-07T00:00:00,2018-11-07T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,601.955,601.955,0,0,0,601.955,0,0,0,0,0,601.955,0,,,4400,MDT Belgium,10,Direct Distribution,30,,,Y1,SDM-Standard,,,,DAP,0001017000,ZAS VZW,Wilrijk,Belgium,0001017000,ZAS vzw,Wilrijk,BE,2B - Large & Medium,N012 - Net 30 Days,BE822,0000175869,@PSE RM Yeter,No,2018-11-07T00:00:00,BH - 91,,,,,,,,,91,ZRAS-ZS2 Review,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TBESGS,Belgium Surgical Innovations,BELGIUM,Benelux,North Western Europe,EMEA,4,"980 - ZRAS, ZKA, KB, ZS2, ZRIC Repair Sale",PA108,523.46,EUR,0,0,523.46,0,523.46,0,0,0,0,0,523.46,0,,,,,,,,,2026-05-12T13:48:17,,,,,
False,36,2.7829,2.42,2018-11-07T00:00:00,2018-11-07T00:00:00,S152 - Covidien AG,MAZURK3,0001467650,ANASTASIOS MAVROGENIS S.A.,477-18   express,ZOR,MDT - Standard Order,EMAL,6161806365,000330,TAN,Standard Item,1680,Heerlen 3 DC | 1680,20884521037752,VP-510X,SUT VP-510X SURGPROII 5-0 BLU 75CM V20DA,,2018-10-31T00:00:00,2018-11-07T00:00:00,Past Due,Past Due,2,CA,0,0,0,0,0,0,0,0,0,0,0,0,2,200.368,0,0,0,0,0,0,0,0,0,0,0,200.368,,,3120,Covidien AG,20,Distributor,30,,4000,YR,EM-Road Distr,1NL2,010002,SDM - Road shipment,DAP,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,Greece,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,GR,4C - Not Segmented,N026 - Net 210 Days,GR813,0000123489,"Zikidis, Athanasios",No,2018-11-06T00:00:00,,,,,,,,,,,,,,,,,,Ordered products fully shipped.,Ordered products fully shipped.,11 - MITG,P4 - Sutures,CF4,US Sutures Mesh,MS,Surgical,Core Surgical,Wound Management,TGESGS,Greece Surgical Innovations,GREECE,Greece,GIGA,EMEA,3,,PB040,174.24,EUR,0,0,0,0,0,0,0,0,0,0,0,174.24,,,,,S29290591,,20884521037752,,2026-05-12T13:48:17,2310 402100,thanasis.zikidis@medtronic.com,,,
False,6,45.9982,40,2018-11-07T00:00:00,2018-11-07T00:00:00,S152 - Covidien AG,MAZURK3,0001467650,ANASTASIOS MAVROGENIS S.A.,478-18,ZOR,MDT - Standard Order,EMAL,6161806399,000620,TAN,Standard Item,1680,Heerlen 3 DC | 1680,20884523000747,176645,176645 ENDO DISSECT 254,,2018-11-01T00:00:00,2018-11-08T00:00:00,Past Due,Past Due,8,CA,0,0,0,0,0,0,0,0,0,0,0,0,8,2207.912,0,0,0,0,0,0,0,0,0,0,0,2207.912,,,3120,Covidien AG,20,Distributor,30,,4000,YR,EM-Road Distr,1NL2,010002,SDM - Road shipment,DAP,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,Greece,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,GR,4C - Not Segmented,N026 - Net 210 Days,GR813,0000123489,"Zikidis, Athanasios",No,2018-11-07T00:00:00,,,,,,,,,,,,,,,,,,Ordered products fully shipped.,Ordered products fully shipped.,11 - MITG,M4 - Instruments&Ligation,CCX,US EMID SIMA,MS,Surgical,Core Surgical,Instruments and Access,TGESGS,Greece Surgical Innovations,GREECE,Greece,GIGA,EMEA,1,,PB013,1920,EUR,0,0,0,0,0,0,0,0,0,0,0,1920,,,,,S29290911,,20884523000747,,2026-05-12T13:48:17,2310 402100,thanasis.zikidis@medtronic.com,,,
False,6,45.9982,40,2018-11-07T00:00:00,2018-11-07T00:00:00,S152 - Covidien AG,MAZURK3,0001467650,ANASTASIOS MAVROGENIS S.A.,478-18,ZOR,MDT - Standard Order,EMAL,6161806399,000880,TAN,Standard Item,1680,Heerlen 3 DC | 1680,20884523000754,173030,173030 ENDO GRASP II,,2018-11-01T00:00:00,2018-11-08T00:00:00,Past Due,Past Due,5,CA,0,0,0,0,0,0,0,0,0,0,0,0,5,1379.945,0,0,0,0,0,0,0,0,0,0,0,1379.945,,,3120,Covidien AG,20,Distributor,30,,4000,YR,EM-Road Distr,1NL2,010002,SDM - Road shipment,DAP,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,Greece,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,GR,4C - Not Segmented,N026 - Net 210 Days,GR813,0000123489,"Zikidis, Athanasios",No,2018-11-07T00:00:00,,,,,,,,,,,,,,,,,,Ordered products fully shipped.,Ordered products fully shipped.,11 - MITG,M4 - Instruments&Ligation,CCX,US EMID SIMA,MS,Surgical,Core Surgical,Instruments and Access,TGESGS,Greece Surgical Innovations,GREECE,Greece,GIGA,EMEA,1,,PB006,1200,EUR,0,0,0,0,0,0,0,0,0,0,0,1200,,,,,S29290911,,20884523000754,,2026-05-12T13:48:17,2310 402100,thanasis.zikidis@medtronic.com,,,
False,12,24.2985,21.13,2018-11-07T00:00:00,2018-11-07T00:00:00,S152 - Covidien AG,MAZURK3,0001467650,ANASTASIOS MAVROGENIS S.A.,478-18,ZOR,MDT - Standard Order,EMAL,6161806399,001190,TAN,Standard Item,1680,Heerlen 3 DC | 1680,20884521051499,173022,173022 ENDO CLOSE,,2018-11-01T00:00:00,2018-11-08T00:00:00,Past Due,Past Due,3,CA,0,0,0,0,0,0,0,0,0,0,0,0,3,874.747,0,0,0,0,0,0,0,0,0,0,0,874.747,,,3120,Covidien AG,20,Distributor,30,,4000,YR,EM-Road Distr,1NL2,010002,SDM - Road shipment,DAP,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,Greece,0001467650,ANASTASIOS MAVROGENIS S.A.,Metamorfosi,GR,4C - Not Segmented,N026 - Net 210 Days,GR813,0000123489,"Zikidis, Athanasios",No,2018-11-07T00:00:00,,,,,,,,,,,,,,,,,,Ordered products fully shipped.,Ordered products fully shipped.,11 - MITG,M4 - Instruments&Ligation,CCX,US EMID SIMA,MS,Surgical,Core Surgical,Instruments and Access,TGESGS,Greece Surgical Innovations,GREECE,Greece,GIGA,EMEA,1,,PB016,760.68,EUR,0,0,0,0,0,0,0,0,0,0,0,760.68,,,,,S29290911,,20884521051499,,2026-05-12T13:48:17,2310 402100,thanasis.zikidis@medtronic.com,,,
False,1,0,0,2018-11-07T00:00:00,2018-11-20T00:00:00,S071 - MDT Belgium,ICRTREMOTE,0001017000,ZAS VZW,SO00115077,ZRAS,MDT Repair Sales Ord,TECU,6161791317,010300,ZRRP,MDT - Repair,1457,MITG Service plant Belgium,MC-FORCEFX,MC-FORCEFX,FORCE FX,,2018-11-07T00:00:00,2018-11-07T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4400,MDT Belgium,10,Direct Distribution,30,,,Y1,SDM-Standard,,,,DAP,0001017000,ZAS VZW,Wilrijk,Belgium,0001017000,ZAS vzw,Wilrijk,BE,2B - Large & Medium,N012 - Net 30 Days,,NL,,No,2018-11-07T00:00:00,BH - 91,,,,,,,,,91,ZRAS-ZS2 Review,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TBESGS,Belgium Surgical Innovations,BELGIUM,Benelux,North Western Europe,EMEA,4,"980 - ZRAS, ZKA, KB, ZS2, ZRIC Repair Sale",PA108,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,,,,,
False,1,0,0,2018-11-08T00:00:00,2018-11-08T00:00:00,S063 - MDT France,ANDROT2,0000137135,"Bongrand, Caroline",Repair FT10 SN T6J08754DX,ZRAS,MDT Repair Sales Ord,TECU,6161835744,010000,ZSRF,MDT - Dmgd FA item,Z040,COV Non-Costed F.A.,MC-FT10,MC-FT10,VALLEYLAB FT10 ENERGY PLATFORM,,2018-11-08T00:00:00,2018-11-08T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3604,MDT France,10,Direct Distribution,30,,,Y1,SDM-Standard,,,,FH,0000137135,"Bongrand, Caroline",LAPEYROUSSE FOSSAT,France,0000137135,"Bongrand, Caroline",LAPEYROUSSE FOSSAT,FR,4C - Not Segmented,N999 - Net 999 Days,FR809,0000137135,"Bongrand, Caroline",No,2018-11-08T00:00:00,BH - 91,,,,,,,,,91,ZRAS-ZS2 Review,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TFRSGS,France Surgical Innovations,FRANCE,France,France,EMEA,4,"981 - ZRAS, ZKA, KB, ZS2 Fixed Asset Repair",PA108,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,0612848167,caroline.beaugrand@medtronic.com,,,
False,1,0,0,2018-11-08T00:00:00,2018-11-08T00:00:00,S063 - MDT France,ANDROT2,0000137135,"Bongrand, Caroline",Repair FT10 SN T6J08754DX,ZRAS,MDT Repair Sales Ord,TECU,6161835744,010100,ZSRX,MDT-Rrtn fixed asset,Z040,COV Non-Costed F.A.,10884521516328,VLFT10GEN,VLFT10GEN FT SERIES ENERGY PLATFORM,,2018-11-08T00:00:00,2018-11-08T00:00:00,Past Due,Past Due,-1,EA,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3604,MDT France,10,Direct Distribution,30,T6J08754DX,NL50,Y1,SDM-Standard,1NLT,010001,SDM - Road delivery,FH,0000137135,"Bongrand, Caroline",LAPEYROUSSE FOSSAT,France,0000137135,"Bongrand, Caroline",LAPEYROUSSE FOSSAT,FR,4C - Not Segmented,N999 - Net 999 Days,FR809,0000137135,"Bongrand, Caroline",No,2018-11-08T00:00:00,BH - 91,,,,,,,,,91,ZRAS-ZS2 Review,,,,,,,Orderline not relevant for recovery information.,Orderline not relevant for recovery information.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TFRSGS,France Surgical Innovations,FRANCE,France,France,EMEA,1,"981 - ZRAS, ZKA, KB, ZS2 Fixed Asset Repair",PA111,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10884521516328,,2026-05-12T13:48:17,0612848167,caroline.beaugrand@medtronic.com,,,
